                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.5819,                 4.9195,                 4.4011,                0.00018,                0.02564,                0.00013,                  3e-05,                 3.7782,                 5.1848,                 4.1594,              8.335e-05,              8.335e-05,              8.335e-05
